日付,種類,金額,カテゴリ,メモ
2025/10/21,支出,464,食費,支払い / セブン-イレブン - 大阪日本橋３丁目 / PayPay残高 / - / -
2025/10/21,支出,4300,その他,支払い / スシローお持ち帰りネット注文 / PayPay残高 / - / -
2025/10/21,収入,70000,その他,カード　ｾﾌﾞﾝ-1113520
2025/10/21,支出,220,その他,手数料
2025/10/22,収入,21,その他,ポイント、残高の獲得 / スシローお持ち帰りネット注文 / PayPayポイント / - / -
2025/10/22,支出,7903,その他,ガス　ｵｵｻｶｶﾞｽ(ｶ)
2025/10/23,支出,868,食費,支払い / セブン-イレブン - 大阪日本橋３丁目 / PayPay残高 / - / -
2025/10/23,収入,4,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/10/23,支出,194,その他,支払い / デイリーヤマザキ - 淀川西中島 / PayPay残高 / - / -
2025/10/23,支出,50000,その他,カード　ｾﾌﾞﾝ-1134905
2025/10/23,支出,220,その他,手数料
2025/10/24,収入,2,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/10/24,支出,468,食費,支払い / セブン-イレブン - 大阪西中島４丁目 / PayPay残高 / - / -
2025/10/24,収入,4,その他,ポイント、残高の獲得 / マクドナルド / PayPayポイント / - / -
2025/10/24,支出,940,食費,支払い / マクドナルド - マクドナルド西中島南方店 / PayPay残高 / - / -
2025/10/24,収入,1,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/10/24,支出,320,食費,支払い / セブン-イレブン - 大阪西中島４丁目 / PayPay残高 / - / -
2025/10/24,収入,248223,その他,振込　ｶ)ｾﾞﾛｲﾁ
2025/10/25,収入,25,その他,ポイント、残高の獲得 / スギ薬局グループ / PayPayポイント / - / -
2025/10/25,支出,5163,日用品,支払い / スギ薬局グループ - スギドラッグ道頓堀東店 / PayPay残高 / - / -
2025/10/25,収入,2,その他,ポイント、残高の獲得 / NEXCO西日本 / PayPayポイント / - / -
2025/10/25,支出,409,その他,支払い / NEXCO西日本 - 権現湖パーキングエリア上り線 / PayPay残高 / - / -
2025/10/25,支出,2654,その他,支払い / NEXCO西日本 - 吉備サービスエリア上り線 / PayPay残高 / - / -
2025/10/25,収入,13,その他,ポイント、残高の獲得 / NEXCO西日本 / PayPayポイント / - / -
2025/10/25,収入,1,その他,ポイント、残高の獲得 / NEXCO西日本 / PayPayポイント / - / -
2025/10/25,支出,365,その他,支払い / NEXCO西日本 - 吉備サービスエリア上り線 / PayPay残高 / - / -
2025/10/25,収入,9,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/10/25,支出,1859,その他,支払い / ファミリーマート - 池田木部町 / PayPay残高 / - / -
2025/10/25,支出,130000,その他,送金　ｾﾌﾞﾝ-9419910
2025/10/25,支出,660,その他,手数料
2025/10/25,支出,50000,その他,カード　ｾﾌﾞﾝ-9419910
2025/10/25,支出,220,その他,手数料
2025/10/26,収入,1500,その他,受け取った金額 / n / PayPay残高 / - / -
2025/10/26,支出,6754,その他,支払い / 心斎橋PARCO - やきとり正や心斎橋PARCO店 / PayPay残高 / - / -
2025/10/26,収入,33,その他,ポイント、残高の獲得 / 心斎橋PARCO / PayPayポイント / - / -
2025/10/26,収入,6,その他,ポイント、残高の獲得 / ローソン / PayPayポイント / - / -
2025/10/26,支出,1338,食費,支払い / ローソン - ローソンストア100浪速日本橋 / PayPay残高 / - / -
2025/10/26,収入,10000,その他,振込　ｲﾊﾗ ｼﾖｳﾀﾛｳ
2025/10/26,収入,42000,その他,カード　ｾﾌﾞﾝ-1113520
2025/10/26,支出,220,その他,手数料
2025/10/27,支出,916,食費,支払い / ローソン - ローソンストア100浪速日本橋 / PayPay残高 / - / -
2025/10/27,収入,4,その他,ポイント、残高の獲得 / ローソン / PayPayポイント / - / -
2025/10/27,収入,1,その他,ポイント、残高の獲得 / BIZcomfortCafe 大阪江戸堀 / PayPayポイント / - / -
2025/10/27,支出,380,その他,"支払い / BIZcomfortCafe 大阪江戸堀 / PayPayポイント (21円), PayPay残高 (359円) / - / -"
2025/10/27,支出,17283,その他,返済金　ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/10/27,支出,95310,その他,振替　ｴﾎﾟｽｶ-ﾄﾞ
2025/10/27,支出,17809,その他,振替　ﾐﾂｲｽﾐﾄﾓｶ-ﾄﾞ
2025/10/29,支出,4000,その他,送った金額 / 志村雄太 / PayPay残高 / - / -
2025/10/29,支出,4000,その他,送った金額 / ライキ / PayPay残高 / - / -
2025/10/29,収入,4,その他,ポイント、残高の獲得 / デイリーヤマザキ / PayPayポイント / - / -
2025/10/29,支出,970,その他,支払い / デイリーヤマザキ - 淀川西中島 / PayPay残高 / - / -
2025/10/29,収入,4,その他,ポイント、残高の獲得 / 媛 / PayPayポイント / - / -
2025/10/29,支出,890,その他,"支払い / 媛 - 故郷味の旅 / PayPayポイント (78円), PayPay残高 (812円) / - / -"
2025/10/30,支出,890,その他,支払い / 媛 - 故郷味の旅 / PayPay残高 / - / -
2025/10/30,収入,4,その他,ポイント、残高の獲得 / 媛 / PayPayポイント / - / -
2025/10/30,収入,16030,その他,受け取った金額 / 志村雄太 / PayPay残高 / - / -
2025/10/31,収入,7,その他,ポイント、残高の獲得 / デイリーヤマザキ / PayPayポイント / - / -
2025/10/31,支出,1536,その他,支払い / デイリーヤマザキ - 淀川西中島 / PayPay残高 / - / -
2025/10/31,収入,15000,その他,カード　新大阪駅前
2025/11/01,収入,3,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/11/01,支出,686,食費,支払い / セブン-イレブン - 大阪日本橋３丁目 / PayPay残高 / - / -
2025/11/01,支出,195,食費,支払い / セブン-イレブン - 大阪日本橋３丁目 / PayPay残高 / - / -
2025/11/01,支出,734,その他,支払い / 髙島屋 - 大阪店 / PayPay残高 / - / -
2025/11/01,収入,3,その他,ポイント、残高の獲得 / 髙島屋 / PayPayポイント / - / -
2025/11/01,収入,79,その他,ポイント、残高の獲得 / なんばCITY / PayPayポイント / - / -
2025/11/01,支出,15950,その他,支払い / なんばCITY - アダム　エ　ロペ / PayPay残高 / - / -
2025/11/01,収入,37,その他,ポイント、残高の獲得 / 千一夜 / PayPayポイント / - / -
2025/11/01,支出,7590,その他,"支払い / 千一夜 / PayPayポイント (5円), PayPay残高 (7,585円) / - / -"
2025/11/02,収入,21,その他,ポイント、残高の獲得 / GEO / PayPayポイント / - / -
2025/11/02,支出,4295,その他,支払い / GEO - セカンドストリート堀江店 / PayPay残高 / - / -
2025/11/02,収入,9,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/11/02,支出,1832,その他,"支払い / Uber Eats / PayPayポイント (9円), PayPay残高 (1,823円) / - / -"
2025/11/03,支出,6000,その他,送った金額 / 志村雄太 / PayPay残高 / - / -
2025/11/03,収入,3600,その他,受け取った金額 / ライキ / PayPay残高 / - / -
2025/11/03,収入,5000,その他,受け取った金額 / 志村雄太 / PayPay残高 / - / -
2025/11/04,収入,13,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/11/04,支出,2801,その他,"支払い / Uber Eats / PayPayポイント (36円), PayPay残高 (2,765円) / - / -"
2025/11/04,支出,3000,その他,送った金額 / 志村雄太 / PayPay残高 / - / -
2025/11/04,支出,15132,通信費,振替　AU PAY ｶ-ﾄﾞ
2025/11/05,支出,900,交通費,支払い / タクシー車内決済(GO) - 株式会社国際興業大阪　我孫子営業所 / PayPay残高 / - / -
2025/11/05,収入,4,その他,ポイント、残高の獲得 / タクシー車内決済(GO) / PayPayポイント / - / -
2025/11/05,収入,6,その他,ポイント、残高の獲得 / 中華そばふじい / PayPayポイント / - / -
2025/11/05,支出,1320,その他,"支払い / 中華そばふじい - なんば店 / PayPayポイント (6円), PayPay残高 (1,314円) / - / -"
2025/11/05,支出,1000,その他,送った金額 / にゃー / PayPay残高 / - / -
2025/11/06,収入,2,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/11/06,支出,578,食費,"支払い / セブン-イレブン - 大阪西中島４丁目 / PayPayポイント (12円), PayPay残高 (566円) / - / -"
2025/11/12,支出,55,その他,水道　ｽｲﾄﾞｳ10ﾂｷﾌﾞﾝ
2025/11/21,収入,10000,その他,カード　ｾﾌﾞﾝ-1113520
2025/11/21,支出,220,その他,手数料
2025/11/21,支出,6334,その他,ガス　ｵｵｻｶｶﾞｽ(ｶ)
2025/11/25,収入,247522,その他,振込　ｶ)ｾﾞﾛｲﾁ
2025/11/26,支出,29680,その他,振替　ﾐﾂｲｽﾐﾄﾓｶ-ﾄﾞ
2025/11/27,支出,17283,その他,返済金　ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/11/27,支出,95310,その他,振替　ｴﾎﾟｽｶ-ﾄﾞ
2025/12/01,支出,1000,その他,期間限定ポイントの期限切れ / - / PayPayポイント / - / -
2025/12/04,支出,64792,通信費,振替　AU PAY ｶ-ﾄﾞ
2025/12/06,支出,30000,その他,送金　IB ｲﾊﾗ ｼﾖｳﾀﾛ
2025/12/06,支出,165,その他,手数料
2025/12/06,支出,15000,その他,送金　IB ｲﾊﾗ ｼﾖｳﾀﾛ
2025/12/09,支出,55,その他,水道　ｽｲﾄﾞｳ11ﾂｷﾌﾞﾝ
2025/12/12,支出,3000,その他,送金　IB ｲﾊﾗ ｼﾖｳﾀﾛ
2025/12/12,支出,165,その他,手数料
2025/12/15,収入,56000,その他,振込　ｻﾄｳ ﾚﾝﾔ
2025/12/15,支出,56000,その他,カード　ｾﾌﾞﾝ-1137999
2025/12/15,支出,110,その他,手数料
2025/12/22,収入,10000,その他,カード　ｾﾌﾞﾝ-1113520
2025/12/22,支出,220,その他,手数料
2025/12/25,収入,267524,その他,振込　ｶ)ｾﾞﾛｲﾁ
2025/12/25,支出,160000,その他,送金　IB ｲﾊﾗ ｼﾖｳﾀﾛ
2025/12/25,支出,165,その他,手数料
2025/12/26,支出,36685,その他,振替　ﾐﾂｲｽﾐﾄﾓｶ-ﾄﾞ
2025/12/27,収入,200000,その他,カード　ｾﾌﾞﾝ-1113520
2025/12/27,支出,220,その他,手数料
2025/12/29,支出,17283,その他,返済金　ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/12/29,支出,95310,その他,振替　ｴﾎﾟｽｶ-ﾄﾞ
2025/12/29,支出,20000,その他,送金　IB ｲﾊﾗ ｼﾖｳﾀﾛ
2025/12/29,支出,165,その他,手数料
2025/12/29,支出,100000,その他,送金　IB ｻｲﾄｳ ﾋﾛｱｷ
2025/12/30,支出,500,その他,"支払い / CIC / PayPayポイント (386円), PayPay残高 (114円) / - / -"
2025/12/30,収入,1000,その他,受け取った金額 / にゃー / PayPay残高 / - / -
2025/12/30,収入,101000,その他,振込　ｻｲﾄｳ ﾋﾛｱｷ
2026/01/01,収入,10000,その他,チャージ / PayPay / セブン銀行ATM / - / -
2026/01/01,支出,100000,その他,カード　ｾﾌﾞﾝ-1125127
2026/01/01,支出,220,その他,手数料
2026/01/01,支出,40000,その他,送金　IB ｲﾊﾗ ｼﾖｳﾀﾛ
2026/01/01,支出,165,その他,手数料
2026/01/02,支出,1100,その他,支払い / ワンコインドーム - 1515 / PayPay残高 / - / -
2026/01/02,支出,2100,その他,送った金額 / 樹生 / PayPay残高 / - / -
2026/01/02,支出,1100,その他,送った金額 / にゃー / PayPay残高 / - / -
2026/01/11,支出,10000,現金 → 銀行口座,
