日付,種類,金額,カテゴリ,メモ
2025/07/13,収入,5,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/07/13,支出,1138,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/07/13,収入,7,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/07/13,支出,1417,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/07/13,支出,14000,その他,送った金額 / yota / PayPay残高 / - / -
2025/07/13,支出,50000,その他,郵便局　(9901-7020)
2025/07/13,支出,220,その他,手数料
2025/07/14,支出,451,その他,支払い / ファミリーマート - 神田駅北 / PayPay残高 / - / -
2025/07/14,収入,2,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/14,支出,700,その他,支払い / 嘉徳園 - 嘉徳園 / PayPay残高 / - / -
2025/07/14,収入,3,その他,ポイント、残高の獲得 / 嘉徳園 / PayPayポイント / - / -
2025/07/14,支出,653,その他,支払い / ファミリーマート - 神田駅北口 / PayPay残高 / - / -
2025/07/14,収入,3,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/15,支出,130,その他,支払い / ファミリーマート - 佐原四丁目 / PayPay残高 / - / -
2025/07/15,支出,141,その他,支払い / ファミリーマート - 神田駅北 / PayPay残高 / - / -
2025/07/16,収入,2,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/07/16,支出,509,食費,"支払い / セブン-イレブン - 神田駅南口 / PayPayポイント (12円), PayPay残高 (497円) / - / -"
2025/07/16,支出,25000,その他,送金　IB ﾌｼﾞｻﾜ ﾅﾁ
2025/07/17,収入,2,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/17,支出,538,その他,"支払い / ファミリーマート - 神田駅北 / PayPayポイント (12円), PayPay残高 (526円) / - / -"
2025/07/18,収入,1,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/18,支出,313,その他,支払い / ファミリーマート - 神田駅北 / PayPay残高 / - / -
2025/07/18,支出,484,その他,"支払い / ファミリーマート - 神田駅北 / PayPayポイント (12円), PayPay残高 (472円) / - / -"
2025/07/18,収入,2,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/19,収入,2,その他,ポイント、残高の獲得 / 上野動物園 / PayPayポイント / - / -
2025/07/19,支出,400,その他,支払い / 上野動物園 - さるやまキッチン / PayPay残高 / - / -
2025/07/19,収入,6,その他,ポイント、残高の獲得 / 上野動物園 / PayPayポイント / - / -
2025/07/19,支出,1200,その他,支払い / 上野動物園 - 上野動物園案内係 / PayPay残高 / - / -
2025/07/19,収入,12,その他,ポイント、残高の獲得 / モスバーガー / PayPayポイント / - / -
2025/07/19,支出,2590,その他,"支払い / モスバーガー - モスバーガー浅草橋駅前店 / PayPayポイント (11円), PayPay残高 (2,579円) / - / -"
2025/07/20,支出,2057,その他,"支払い / 吉野家 - 吉野家浅草橋駅東口 / PayPayポイント (21円), PayPay残高 (2,036円) / - / -"
2025/07/20,収入,10,その他,ポイント、残高の獲得 / 吉野家 / PayPayポイント / - / -
2025/07/20,支出,60000,その他,カード　ｾﾌﾞﾝ-1135634
2025/07/20,支出,220,その他,手数料
2025/07/21,収入,6,その他,ポイント、残高の獲得 / ピットデザイン / PayPayポイント / - / -
2025/07/21,支出,1350,交通費,支払い / ピットデザイン - ピットデザイン東京スカイツリータウン駐車場 / PayPay残高 / - / -
2025/07/21,収入,4,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/21,支出,963,その他,"支払い / ファミリーマート - 音羽一丁目 / PayPayポイント (13円), PayPay残高 (950円) / - / -"
2025/07/21,支出,1862,その他,支払い / ファミリーマート - 台東柳橋一丁目 / PayPay残高 / - / -
2025/07/21,収入,9,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/22,収入,2,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/22,支出,422,その他,支払い / ファミリーマート - 神田駅北 / PayPay残高 / - / -
2025/07/22,収入,4,その他,ポイント、残高の獲得 / 東京串焼倶楽部 / PayPayポイント / - / -
2025/07/22,支出,880,その他,支払い / 東京串焼倶楽部 - 神田店 / PayPay残高 / - / -
2025/07/22,支出,141,その他,支払い / ファミリーマート - 神田駅北 / PayPay残高 / - / -
2025/07/23,収入,3,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/23,支出,767,その他,支払い / ファミリーマート - 台東柳橋一丁目 / PayPay残高 / - / -
2025/07/23,収入,4,その他,ポイント、残高の獲得 / 魚匠屋 / PayPayポイント / - / -
2025/07/23,支出,1000,その他,"支払い / 魚匠屋 - 魚匠屋　神田本店 / PayPayポイント (4円), PayPay残高 (996円) / - / -"
2025/07/23,支出,2623,その他,ガス　ｵｵｻｶｶﾞｽ(ｶ)
2025/07/24,収入,2,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/24,支出,464,その他,"支払い / ファミリーマート - 神田駅北口 / PayPayポイント (5円), PayPay残高 (459円) / - / -"
2025/07/25,支出,1200,その他,送った金額 / れんや / PayPay残高 / - / -
2025/07/25,支出,178,その他,"支払い / ファミリーマート - 神田駅北 / PayPayポイント (2円), PayPay残高 (176円) / - / -"
2025/07/25,収入,264465,その他,振込　ｶ)ｾﾞﾛｲﾁ
2025/07/26,収入,1000,その他,受け取った金額 / れんや / PayPay残高 / - / -
2025/07/26,支出,250000,その他,送金　IB ｲﾊﾗ ｼﾖｳﾀﾛ
2025/07/26,支出,165,その他,手数料
2025/07/26,収入,170000,その他,カード　ｾﾌﾞﾝ-1138312
2025/07/26,支出,220,その他,手数料
2025/07/26,収入,20000,その他,振込　ｵｶﾉ ﾅｵ
2025/07/27,収入,9,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/07/27,支出,1913,その他,"支払い / Uber Eats / PayPayポイント (19円), PayPay残高 (1,894円) / - / -"
2025/07/28,収入,5,その他,ポイント、残高の獲得 / 鳥良商店 / PayPayポイント / - / -
2025/07/28,支出,1124,その他,"支払い / 鳥良商店 - 鳥良商店　神田西口店 / PayPayポイント (17円), PayPay残高 (1,107円) / - / -"
2025/07/28,支出,17283,その他,返済金　ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/07/28,支出,95310,その他,振替　ｴﾎﾟｽｶ-ﾄﾞ
2025/07/29,支出,160,その他,支払い / ファミリーマート - 神田駅北 / PayPay残高 / - / -
2025/07/29,収入,3,その他,ポイント、残高の獲得 / 磯浜魚業 / PayPayポイント / - / -
2025/07/29,支出,680,その他,支払い / 磯浜魚業 - テイクアウト２ / PayPay残高 / - / -
2025/07/29,収入,1,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/29,支出,364,その他,支払い / ファミリーマート - 神田駅北口 / PayPay残高 / - / -
2025/07/30,収入,4,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/30,支出,871,その他,支払い / ファミリーマート - 神田駅北 / PayPay残高 / - / -
2025/07/30,支出,158,その他,支払い / ファミリーマート - 神田駅北口 / PayPay残高 / - / -
2025/07/30,支出,1114,その他,支払い / ファミリーマート - 東神田二丁目 / PayPay残高 / - / -
2025/07/30,収入,5,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/07/31,支出,290,その他,"支払い / ファミリーマート - 神田駅北口 / PayPayポイント (11円), PayPay残高 (279円) / - / -"
2025/07/31,収入,1,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/08/01,収入,4,その他,ポイント、残高の獲得 / サンマルクカフェ / PayPayポイント / - / -
2025/08/01,支出,900,食費,"支払い / サンマルクカフェ - サンマルクカフェ神田北口店 / PayPayポイント (5円), PayPay残高 (895円) / - / -"
2025/08/01,収入,12,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/08/01,支出,2421,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/08/02,収入,7,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/08/02,支出,1496,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/08/02,収入,9,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/08/02,支出,1922,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/08/02,収入,18,その他,ポイント、残高の獲得 / タクシー車内決済(GO) / PayPayポイント / - / -
2025/08/02,支出,3700,交通費,"支払い / タクシー車内決済(GO) - リボン交通株式会社 本社営業所 / PayPayポイント (2円), PayPay残高 (3,698円) / - / -"
2025/08/03,収入,2,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/08/03,支出,527,食費,"支払い / セブン-イレブン - 台東柳橋１丁目 / PayPayポイント (2円), PayPay残高 (525円) / - / -"
2025/08/03,支出,4000,その他,送った金額 / れんや / PayPay残高 / - / -
2025/08/04,支出,230,その他,支払い / ファミリーマート - 神田駅北 / PayPay残高 / - / -
2025/08/04,収入,1,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/08/04,支出,18857,通信費,振替　AU PAY ｶ-ﾄﾞ
2025/08/05,収入,6800,その他,受け取った金額 / れんや / PayPay残高 / - / -
2025/08/05,収入,600,その他,受け取った金額 / れんや / PayPay残高 / - / -
2025/08/05,収入,2250,その他,受け取った金額 / れんや / PayPay残高 / - / -
2025/08/06,収入,3,その他,ポイント、残高の獲得 / 東京串焼倶楽部 / PayPayポイント / - / -
2025/08/06,支出,800,その他,"支払い / 東京串焼倶楽部 - 神田店 / PayPayポイント (5円), PayPay残高 (795円) / - / -"
2025/08/08,支出,190,その他,"支払い / ファミリーマート - 神田駅北 / PayPayポイント (29円), PayPay残高 (161円) / - / -"
2025/08/09,支出,3630,その他,"支払い / グランスタ八重北 - 東京駅八重北食堂 / PayPayポイント (3円), PayPay残高 (3,627円) / - / -"
2025/08/09,収入,109,その他,利息　07-08-08ﾏﾃﾞ
2025/08/10,収入,6,その他,ポイント、残高の獲得 / なんばパークスシネマ / PayPayポイント / - / -
2025/08/10,支出,1330,その他,支払い / なんばパークスシネマ - なんばパークスシネマ / PayPay残高 / - / -
2025/08/10,支出,3058,その他,支払い / なんばパークス - ポムの樹 ゴールド / PayPay残高 / - / -
2025/08/10,収入,15,その他,ポイント、残高の獲得 / なんばパークス / PayPayポイント / - / -
2025/08/10,支出,333,食費,支払い / ローソン - ローソンストア100浪速日本橋 / PayPay残高 / - / -
2025/08/10,収入,1,その他,ポイント、残高の獲得 / ローソン / PayPayポイント / - / -
2025/08/10,支出,117,食費,"支払い / ローソン - ローソンストア100浪速日本橋 / PayPayポイント (20円), PayPay残高 (97円) / - / -"
2025/08/11,支出,60000,その他,送った金額 / yota / PayPay残高 / - / -
2025/08/11,支出,100000,その他,郵便局　(9940-6010)
2025/08/11,支出,220,その他,手数料
2025/08/12,支出,1330,その他,"支払い / なんばパークスシネマ - なんばパークスシネマ / PayPayポイント (23円), PayPay残高 (1,307円) / - / -"
2025/08/12,収入,6,その他,ポイント、残高の獲得 / なんばパークスシネマ / PayPayポイント / - / -
2025/08/12,支出,1562,その他,水道　ｽｲﾄﾞｳ07ﾂｷﾌﾞﾝ
2025/08/12,支出,15000,その他,振替　Dｶ-ﾄﾞ
2025/08/13,収入,2,その他,ポイント、残高の獲得 / デイリーヤマザキ / PayPayポイント / - / -
2025/08/13,支出,570,その他,支払い / デイリーヤマザキ - 淀川西中島 / PayPay残高 / - / -
2025/08/13,収入,1,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/08/13,支出,368,食費,"支払い / セブン-イレブン - 大阪西中島４丁目 / PayPayポイント (8円), PayPay残高 (360円) / - / -"
2025/08/14,支出,130,食費,支払い / ローソン - ローソンストア100浪速日本橋 / PayPay残高 / - / -
2025/08/14,支出,141,食費,支払い / セブン-イレブン - 大阪西中島４丁目 / PayPay残高 / - / -
2025/08/15,収入,2,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/08/15,支出,580,その他,支払い / ファミリーマート - ヨーロッパ通り / PayPay残高 / - / -
2025/08/15,収入,6,その他,ポイント、残高の獲得 / アスペルジュ / PayPayポイント / - / -
2025/08/15,支出,1340,その他,支払い / アスペルジュ - アスペルジュ / PayPay残高 / - / -
2025/08/15,支出,172,食費,"支払い / セブン-イレブン - 大阪西中島４丁目 / PayPayポイント (2円), PayPay残高 (170円) / - / -"
2025/08/15,収入,69000,その他,カード　ENET-181007
2025/08/15,支出,220,その他,手数料
2025/08/16,収入,13,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/08/16,支出,2706,その他,"支払い / Uber Eats / PayPayポイント (2円), PayPay残高 (2,704円) / - / -"
2025/08/17,支出,3075,その他,支払い / ライフ - 下寺店 / PayPay残高 / - / -
2025/08/17,収入,15,その他,ポイント、残高の獲得 / ライフ / PayPayポイント / - / -
2025/08/17,収入,2,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/08/17,支出,589,食費,支払い / セブン-イレブン - 大阪日本橋３丁目 / PayPay残高 / - / -
2025/08/17,収入,10,その他,ポイント、残高の獲得 / くら寿司 / PayPayポイント / - / -
2025/08/17,支出,2050,その他,支払い / くら寿司 - なんば日本橋 / PayPay残高 / - / -
2025/08/17,収入,15,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/08/17,支出,3140,その他,"支払い / Uber Eats / PayPayポイント (3円), PayPay残高 (3,137円) / - / -"
2025/08/17,収入,10,その他,ポイント、残高の獲得 / 買取りまっくす / PayPayポイント / - / -
2025/08/17,支出,2100,その他,支払い / 買取りまっくす - なんば店 / PayPay残高 / - / -
2025/08/18,収入,2,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/08/18,支出,463,食費,"支払い / セブン-イレブン - 大阪西中島４丁目 / PayPayポイント (20円), PayPay残高 (443円) / - / -"
2025/08/19,収入,4,その他,ポイント、残高の獲得 / ニトリ / PayPayポイント / - / -
2025/08/19,支出,886,その他,支払い / ニトリ - ニトリ心斎橋アメリカ村店 / PayPay残高 / - / -
2025/08/19,収入,3,その他,ポイント、残高の獲得 / なんばCITY / PayPayポイント / - / -
2025/08/19,支出,638,その他,"支払い / なんばCITY - ブルーブルーエ / PayPayポイント (10円), PayPay残高 (628円) / - / -"
2025/08/21,支出,25000,その他,カード　ｾﾌﾞﾝ-1132718
2025/08/21,支出,220,その他,手数料
2025/08/22,支出,4738,その他,ガス　ｵｵｻｶｶﾞｽ(ｶ)
2025/08/25,収入,263490,その他,振込　ｶ)ｾﾞﾛｲﾁ
2025/08/25,支出,15000,その他,送金　IB ｲﾊﾗ ｼﾖｳﾀﾛ
2025/08/25,支出,165,その他,手数料
2025/08/26,支出,33790,その他,振替　ﾐﾂｲｽﾐﾄﾓｶ-ﾄﾞ
2025/08/27,支出,17283,その他,返済金　ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/08/27,支出,95310,その他,振替　ｴﾎﾟｽｶ-ﾄﾞ
2025/09/01,支出,1500,その他,期間限定ポイントの期限切れ / - / PayPayポイント / - / -
2025/09/04,支出,133676,通信費,振替　AU PAY ｶ-ﾄﾞ
2025/09/06,収入,17000,その他,振込　CT ｵｶﾉﾀｶﾐﾁ
2025/09/07,収入,10,その他,ポイント、残高の獲得 / EXPO2025 / PayPayポイント / - / -
2025/09/07,支出,2000,その他,支払い / EXPO2025 - EXPO2025 / PayPay残高 / - / -
2025/09/07,収入,6,その他,ポイント、残高の獲得 / EXPO2025 / PayPayポイント / - / -
2025/09/07,支出,1250,その他,支払い / EXPO2025 - EXPO2025 / PayPay残高 / - / -
2025/09/07,収入,9,その他,ポイント、残高の獲得 / EXPO2025 / PayPayポイント / - / -
2025/09/07,支出,2106,その他,"支払い / EXPO2025 - EXPO2025 / PayPayポイント (118円), PayPay残高 (1,988円) / - / -"
2025/09/07,収入,69000,その他,カード　LANS-223900
2025/09/07,支出,220,その他,手数料
2025/09/07,支出,10000,その他,送金　IB ｲﾊﾗ ｼﾖｳﾀﾛ
2025/09/07,支出,165,その他,手数料
2025/09/08,収入,18,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/09/08,支出,3680,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/09/09,収入,6,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/09/09,支出,1235,その他,"支払い / Uber Eats / PayPayポイント (22円), PayPay残高 (1,213円) / - / -"
2025/09/09,支出,1562,その他,水道　ｽｲﾄﾞｳ08ﾂｷﾌﾞﾝ
2025/09/10,支出,2770,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/09/10,支出,514,食費,支払い / セブン-イレブン - 大阪西中島４丁目 / PayPay残高 / - / -
2025/09/10,収入,2,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/09/10,収入,5,その他,ポイント、残高の獲得 / なんばCITY / PayPayポイント / - / -
2025/09/10,支出,1155,食費,支払い / なんばCITY - ベーカリー　カフェ　C / PayPay残高 / - / -
2025/09/11,収入,10,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/09/11,支出,2174,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/09/11,収入,34,その他,ポイント、残高の獲得 / ホワイティうめだ / PayPayポイント / - / -
2025/09/11,支出,6809,その他,"支払い / ホワイティうめだ - ミアスタンド / PayPayポイント (6円), PayPay残高 (6,803円) / - / -"
2025/09/11,収入,13,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/09/12,収入,56000,その他,カード　ｾﾌﾞﾝ-1137999
2025/09/12,支出,110,その他,手数料
2025/09/13,支出,458,その他,支払い / ファミリーマート - 貝塚港北 / PayPay残高 / - / -
2025/09/13,収入,2,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/09/13,支出,1000,その他,支払い / ファミリーマート - 羽曳野誉田 / PayPay残高 / - / -
2025/09/13,収入,5,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/09/13,支出,783,その他,支払い / ファミリーマート - 羽曳野誉田 / PayPay残高 / - / -
2025/09/13,収入,3,その他,ポイント、残高の獲得 / ファミリーマート / PayPayポイント / - / -
2025/09/13,支出,287,その他,支払い / なんばCITY - ＴＲＵＦＦＬＥ　ｍｉｎｉ / PayPay残高 / - / -
2025/09/13,収入,1,その他,ポイント、残高の獲得 / なんばCITY / PayPayポイント / - / -
2025/09/13,収入,6,その他,ポイント、残高の獲得 / なんばCITY / PayPayポイント / - / -
2025/09/13,支出,1305,食費,"支払い / なんばCITY - ベーカリー　カフェ　C / PayPayポイント (3円), PayPay残高 (1,302円) / - / -"
2025/09/14,収入,7,その他,ポイント、残高の獲得 / EXPO2025 / PayPayポイント / - / -
2025/09/14,支出,1450,その他,支払い / EXPO2025 - EXPO2025 / PayPay残高 / - / -
2025/09/14,収入,10,その他,ポイント、残高の獲得 / EXPO2025／M / PayPayポイント / - / -
2025/09/14,支出,2100,その他,支払い / EXPO2025／M - EXPO2025／M / PayPay残高 / - / -
2025/09/14,収入,9,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/09/14,支出,1847,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/09/14,収入,15,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/09/14,支出,3117,その他,"支払い / Uber Eats / PayPayポイント (8円), PayPay残高 (3,109円) / - / -"
2025/09/15,収入,10,その他,ポイント、残高の獲得 / EXPO2025 / PayPayポイント / - / -
2025/09/15,支出,2050,その他,支払い / EXPO2025 - EXPO2025 / PayPay残高 / - / -
2025/09/15,収入,3,その他,ポイント、残高の獲得 / EXPO2025 / PayPayポイント / - / -
2025/09/15,支出,700,その他,"支払い / EXPO2025 - EXPO2025 / PayPayポイント (13円), PayPay残高 (687円) / - / -"
2025/09/15,収入,3,その他,ポイント、残高の獲得 / 吉野家 / PayPayポイント / - / -
2025/09/15,支出,715,その他,支払い / 吉野家 - なんばＣＩＴＹ南館店 / PayPay残高 / - / -
2025/09/20,収入,50000,その他,カード　ｾﾌﾞﾝ-1101107
2025/09/20,支出,220,その他,手数料
2025/09/20,支出,182600,その他,送金　ｾﾌﾞﾝ-1101107
2025/09/20,支出,660,その他,手数料
2025/09/22,支出,5601,その他,ガス　ｵｵｻｶｶﾞｽ(ｶ)
2025/09/25,収入,80000,その他,カード　ｾﾌﾞﾝ-1137999
2025/09/25,支出,110,その他,手数料
2025/09/25,収入,269329,その他,振込　ｶ)ｾﾞﾛｲﾁ
2025/09/25,支出,100000,その他,カード　LANS-201142
2025/09/25,支出,220,その他,手数料
2025/09/25,支出,80000,その他,カード　LANS-201142
2025/09/26,支出,230,その他,"支払い / デイリーヤマザキ - 淀川西中島 / PayPayポイント (61円), PayPay残高 (169円) / - / -"
2025/09/26,収入,950,その他,受け取った金額 / ゆりな / PayPay残高 / - / -
2025/09/26,支出,38648,その他,振替　ﾐﾂｲｽﾐﾄﾓｶ-ﾄﾞ
2025/09/26,収入,108520,その他,振込　ﾒﾙﾍﾟｲ(ﾒﾙｶﾘ
2025/09/27,支出,5000,その他,送った金額 / 樹生 / PayPay残高 / - / -
2025/09/27,支出,1160,食費,支払い / ローソン - 日本橋三丁目交差点東 / PayPay残高 / - / -
2025/09/27,収入,5,その他,ポイント、残高の獲得 / ローソン / PayPayポイント / - / -
2025/09/27,収入,16,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/09/27,支出,3298,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/09/28,収入,3,その他,ポイント、残高の獲得 / 甲賀流 / PayPayポイント / - / -
2025/09/28,支出,700,その他,支払い / 甲賀流 - 本店 / PayPay残高 / - / -
2025/09/28,支出,585,食費,支払い / セブン-イレブン - 大阪日本橋３丁目 / PayPay残高 / - / -
2025/09/28,収入,2,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/09/28,収入,7,その他,ポイント、残高の獲得 / Zerro / PayPayポイント / - / -
2025/09/28,支出,1400,その他,支払い / Zerro / PayPay残高 / - / -
2025/09/28,収入,10,その他,ポイント、残高の獲得 / Zerro / PayPayポイント / - / -
2025/09/28,支出,2000,その他,支払い / Zerro / PayPay残高 / - / -
2025/09/28,収入,14,その他,ポイント、残高の獲得 / Zerro / PayPayポイント / - / -
2025/09/28,支出,2900,その他,支払い / Zerro / PayPay残高 / - / -
2025/09/28,支出,8275,その他,送った金額 / 健志郎 / PayPay残高 / - / -
2025/09/29,収入,10,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/09/29,支出,2113,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/09/29,支出,1940,その他,支払い / エディオン - なんば本店 / PayPay残高 / - / -
2025/09/29,収入,9,その他,ポイント、残高の獲得 / エディオン / PayPayポイント / - / -
2025/09/29,収入,23,その他,ポイント、残高の獲得 / Amazon.co.jp / PayPayポイント / - / -
2025/09/29,支出,4696,その他,支払い / Amazon.co.jp / PayPay残高 / - / -
2025/09/29,支出,17283,その他,返済金　ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/09/29,支出,95310,その他,振替　ｴﾎﾟｽｶ-ﾄﾞ
2025/10/01,支出,172,食費,支払い / セブン-イレブン - 大阪西中島４丁目 / PayPay残高 / - / -
2025/10/02,収入,5,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/10/02,支出,1176,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/10/02,支出,130000,その他,カード　ｾﾌﾞﾝ-1134906
2025/10/02,支出,220,その他,手数料
2025/10/02,収入,70000,その他,カード　ｾﾌﾞﾝ-1113520
2025/10/03,支出,1850,その他,支払い / 丸亀製麺 - 丸亀製麺　　なんば / PayPay残高 / - / -
2025/10/03,収入,9,その他,ポイント、残高の獲得 / 丸亀製麺 / PayPayポイント / - / -
2025/10/04,収入,7,その他,ポイント、残高の獲得 / タクシー車内決済(GO) / PayPayポイント / - / -
2025/10/04,支出,1500,交通費,支払い / タクシー車内決済(GO) - 株式会社未来都　中津営業所 / PayPay残高 / - / -
2025/10/05,収入,27,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/10/05,支出,5510,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/10/05,支出,70000,その他,カード　ENET-187206
2025/10/05,支出,220,その他,手数料
2025/10/05,収入,70000,その他,カード　ｾﾌﾞﾝ-1113520
2025/10/06,支出,1340,その他,支払い / アスペルジュ - アスペルジュ / PayPay残高 / - / -
2025/10/06,収入,6,その他,ポイント、残高の獲得 / アスペルジュ / PayPayポイント / - / -
2025/10/06,支出,72426,通信費,振替　AU PAY ｶ-ﾄﾞ
2025/10/07,支出,2600,その他,"支払い / 法善寺横丁　喝鈍 - 喝鈍 / PayPayポイント (25円), PayPay残高 (2,575円) / - / -"
2025/10/07,収入,12,その他,ポイント、残高の獲得 / 法善寺横丁　喝鈍 / PayPayポイント / - / -
2025/10/08,支出,580,食費,支払い / ローソン - 富田林錦織 / PayPay残高 / - / -
2025/10/08,収入,2,その他,ポイント、残高の獲得 / ローソン / PayPayポイント / - / -
2025/10/08,収入,2,その他,ポイント、残高の獲得 / ニコニコ本舗 / PayPayポイント / - / -
2025/10/08,支出,500,その他,"支払い / ニコニコ本舗 - 西中島店 / PayPayポイント (18円), PayPay残高 (482円) / - / -"
2025/10/09,収入,1000,その他,ポイント、残高の獲得 / Yahoo!ショッピング / PayPayポイント / - / -
2025/10/09,収入,3,その他,ポイント、残高の獲得 / 吉野家 / PayPayポイント / - / -
2025/10/09,支出,715,その他,支払い / 吉野家 - なんばＣＩＴＹ南館店 / PayPay残高 / - / -
2025/10/09,支出,1584,その他,水道　ｽｲﾄﾞｳ09ﾂｷﾌﾞﾝ
2025/10/18,収入,1000,その他,受け取った金額 / HIRO / PayPay残高 / - / -
2025/10/19,収入,2,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/10/19,支出,452,食費,支払い / セブン-イレブン - 富田林瀧谷不動 / PayPay残高 / - / -
2025/10/19,支出,818,食費,支払い / セブン-イレブン - 富田林瀧谷不動 / PayPay残高 / - / -
2025/10/19,収入,4,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/10/19,支出,120,食費,支払い / セブン-イレブン - 富田林瀧谷不動 / PayPay残高 / - / -
2025/10/19,支出,149,食費,支払い / ローソン - 河南町神山 / PayPay残高 / - / -
2025/10/19,支出,3543,食費,"支払い / セブン-イレブン - 富田林錦織東 / PayPayポイント (144円), PayPay残高 (3,399円) / - / -"
2025/10/19,収入,16,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/10/20,収入,4,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
2025/10/20,支出,847,食費,支払い / セブン-イレブン - 大阪日本橋３丁目 / PayPay残高 / - / -
2025/10/20,収入,9,その他,ポイント、残高の獲得 / 吉野家 / PayPayポイント / - / -
2025/10/20,支出,1846,その他,支払い / 吉野家 - なんばＣＩＴＹ南館店 / PayPay残高 / - / -
2025/10/20,収入,14,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/10/20,支出,2800,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/10/20,収入,6,その他,ポイント、残高の獲得 / Uber Eats / PayPayポイント / - / -
2025/10/20,支出,1226,その他,支払い / Uber Eats / PayPay残高 / - / -
2025/10/21,収入,2,その他,ポイント、残高の獲得 / セブン-イレブン / PayPayポイント / - / -
