日付,種類,金額,カテゴリ,メモ
2025/07/09,支出,463,コンビニ,セブン-イレブン - 神田駅南口 (支払い)
2025/07/09,収入,4,ポイント還元,東京串焼倶楽部 (ポイント、残高の獲得)
2025/07/09,支出,800,外食,東京串焼倶楽部 - 神田店 (支払い)
2025/07/09,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/09,支出,213,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/09,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/09,支出,337,食費,ファミリーマート - 東神田二丁目 (支払い)
2025/07/09,収入,5,ポイント還元,マルマンストア (ポイント、残高の獲得)
2025/07/09,支出,1197,食費,マルマンストア - マルマンストア　日本橋馬喰町店 (支払い)
2025/07/10,支出,2366,カード引落,振替 dｶ-ﾄﾞ
2025/07/10,支出,328,コンビニ,セブン-イレブン - 台東柳橋１丁目 (支払い)
2025/07/10,収入,1,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/07/10,収入,1500,ポイント還元,Yahoo!ショッピング (ポイント、残高の獲得)
2025/07/10,収入,1,ポイント還元,和菓子はしもと (ポイント、残高の獲得)
2025/07/10,支出,250,食費,和菓子はしもと - 店舗2 (支払い)
2025/07/10,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/10,支出,230,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/11,収入,3,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/11,支出,706,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/11,支出,3405,デリバリー,Uber Eats (支払い)
2025/07/11,収入,17,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/07/12,収入,11,ポイント還元,café STUDIO (ポイント、残高の獲得)
2025/07/12,支出,2365,食費,café STUDIO - 原宿店 (支払い)
2025/07/13,支出,220,手数料,手数料
2025/07/13,支出,50000,現金入出金,振替: 郵便局 (9901-7020)
2025/07/13,支出,50000,現金入出金,振替: 郵便局 (9901-7020)
2025/07/13,支出,14000,個人送金,yota (送った金額)
2025/07/13,支出,1417,デリバリー,Uber Eats (支払い)
2025/07/13,収入,7,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/07/13,支出,1138,デリバリー,Uber Eats (支払い)
2025/07/13,収入,5,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/07/13,支出,30000,現金入出金,振替: PayPay (チャージ)
2025/07/13,支出,30000,現金入出金,振替: PayPay (チャージ)
2025/07/13,支出,26380,個人送金,yota (送った金額)
2025/07/13,支出,129,コンビニ,セブン-イレブン - 台東柳橋１丁目 (支払い)
2025/07/14,収入,3,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/14,支出,653,食費,ファミリーマート - 神田駅北口 (支払い)
2025/07/14,支出,700,食費,嘉徳園 - 嘉徳園 (支払い)
2025/07/14,収入,3,ポイント還元,嘉徳園 (ポイント、残高の獲得)
2025/07/14,収入,2,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/14,支出,451,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/15,支出,141,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/15,支出,130,食費,ファミリーマート - 佐原四丁目 (支払い)
2025/07/16,支出,25000,個人送金,送金 ib ﾌｼﾞｻﾜ ﾅﾁ
2025/07/16,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/07/16,支出,509,コンビニ,セブン-イレブン - 神田駅南口 (支払い)
2025/07/17,収入,2,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/17,支出,538,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/18,支出,484,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/18,収入,2,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/18,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/18,支出,313,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/19,収入,12,ポイント還元,モスバーガー (ポイント、残高の獲得)
2025/07/19,支出,2590,外食,モスバーガー - モスバーガー浅草橋駅前店 (支払い)
2025/07/19,収入,6,ポイント還元,上野動物園 (ポイント、残高の獲得)
2025/07/19,支出,1200,娯楽,上野動物園 - 上野動物園案内係 (支払い)
2025/07/19,収入,2,ポイント還元,上野動物園 (ポイント、残高の獲得)
2025/07/19,支出,400,娯楽,上野動物園 - さるやまキッチン (支払い)
2025/07/20,支出,220,手数料,手数料
2025/07/20,支出,60000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1135634
2025/07/20,支出,60000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1135634
2025/07/20,収入,10,ポイント還元,吉野家 (ポイント、残高の獲得)
2025/07/20,支出,2057,外食,吉野家 - 吉野家浅草橋駅東口 (支払い)
2025/07/20,支出,30000,現金入出金,振替: PayPay (チャージ)
2025/07/20,支出,30000,現金入出金,振替: PayPay (チャージ)
2025/07/21,収入,9,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/21,支出,1862,食費,ファミリーマート - 台東柳橋一丁目 (支払い)
2025/07/21,収入,4,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/21,支出,963,食費,ファミリーマート - 音羽一丁目 (支払い)
2025/07/21,収入,6,ポイント還元,ピットデザイン (ポイント、残高の獲得)
2025/07/21,支出,1350,交通費,ピットデザイン - ピットデザイン東京スカイツリータウン駐車場 (支払い)
2025/07/22,支出,141,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/22,収入,4,ポイント還元,東京串焼倶楽部 (ポイント、残高の獲得)
2025/07/22,支出,880,外食,東京串焼倶楽部 - 神田店 (支払い)
2025/07/22,収入,2,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/22,支出,422,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/23,支出,2623,水道光熱費,ｶﾞｽ ｵｵｻｶｶﾞｽ(ｶ)
2025/07/23,収入,4,ポイント還元,魚匠屋 (ポイント、残高の獲得)
2025/07/23,支出,1000,外食,魚匠屋 - 魚匠屋　神田本店 (支払い)
2025/07/23,収入,3,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/23,支出,767,食費,ファミリーマート - 台東柳橋一丁目 (支払い)
2025/07/24,収入,2,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/24,支出,464,食費,ファミリーマート - 神田駅北口 (支払い)
2025/07/25,収入,264465,給与,振込 ｶ)ｾﾞﾛｲﾁ
2025/07/25,支出,178,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/25,支出,1200,個人送金,れんや (送った金額)
2025/07/26,支出,250000,個人送金,送金 ib ｲﾊﾗ ｼﾖｳﾀﾛ
2025/07/26,支出,165,手数料,手数料
2025/07/26,支出,220,手数料,手数料
2025/07/26,収入,20000,給与,振込 ｵｶﾉ ﾅｵ
2025/07/26,支出,170000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1138312
2025/07/26,支出,170000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1138312
2025/07/26,収入,1000,受け取り,れんや (受け取った金額)
2025/07/27,支出,1913,デリバリー,Uber Eats (支払い)
2025/07/27,収入,9,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/07/28,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/07/28,支出,95310,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/07/28,収入,5,ポイント還元,鳥良商店 (ポイント、残高の獲得)
2025/07/28,支出,1124,食費,鳥良商店 - 鳥良商店　神田西口店 (支払い)
2025/07/29,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/29,支出,364,食費,ファミリーマート - 神田駅北口 (支払い)
2025/07/29,収入,3,ポイント還元,磯浜魚業 (ポイント、残高の獲得)
2025/07/29,支出,680,食費,磯浜魚業 - テイクアウト２ (支払い)
2025/07/29,支出,160,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/30,収入,5,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/30,支出,1114,食費,ファミリーマート - 東神田二丁目 (支払い)
2025/07/30,支出,158,食費,ファミリーマート - 神田駅北口 (支払い)
2025/07/30,収入,4,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/30,支出,871,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/31,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/31,支出,290,食費,ファミリーマート - 神田駅北口 (支払い)
2025/08/01,支出,2421,デリバリー,Uber Eats (支払い)
2025/08/01,収入,12,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/08/01,収入,4,ポイント還元,サンマルクカフェ (ポイント、残高の獲得)
2025/08/01,支出,900,カフェ,サンマルクカフェ - サンマルクカフェ神田北口店 (支払い)
2025/08/02,収入,18,ポイント還元,タクシー車内決済(GO) (ポイント、残高の獲得)
2025/08/02,支出,3700,タクシー,タクシー車内決済(GO) - リボン交通株式会社 本社営業所 (支払い)
2025/08/02,支出,1922,デリバリー,Uber Eats (支払い)
2025/08/02,収入,9,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/08/02,支出,1496,デリバリー,Uber Eats (支払い)
2025/08/02,収入,7,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/08/03,支出,4000,個人送金,れんや (送った金額)
2025/08/03,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/08/03,支出,527,コンビニ,セブン-イレブン - 台東柳橋１丁目 (支払い)
2025/08/04,支出,18857,カード引落,振替 au pay ｶ-ﾄﾞ
2025/08/04,支出,230,食費,ファミリーマート - 神田駅北 (支払い)
2025/08/04,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/08/05,収入,2250,受け取り,れんや (受け取った金額)
2025/08/05,収入,600,受け取り,れんや (受け取った金額)
2025/08/05,収入,6800,受け取り,れんや (受け取った金額)
2025/08/06,収入,3,ポイント還元,東京串焼倶楽部 (ポイント、残高の獲得)
2025/08/06,支出,800,外食,東京串焼倶楽部 - 神田店 (支払い)
2025/08/08,支出,190,食費,ファミリーマート - 神田駅北 (支払い)
2025/08/09,収入,109,利息,利息 07-08-08ﾏﾃﾞ
2025/08/09,支出,3630,電車・駅,グランスタ八重北 - 東京駅八重北食堂 (支払い)
2025/08/10,支出,117,コンビニ,ローソン - ローソンストア100浪速日本橋 (支払い)
2025/08/10,収入,1,ポイント還元,ローソン (ポイント、残高の獲得)
2025/08/10,支出,333,コンビニ,ローソン - ローソンストア100浪速日本橋 (支払い)
2025/08/10,収入,15,ポイント還元,なんばパークス (ポイント、残高の獲得)
2025/08/10,支出,3058,百貨店,なんばパークス - ポムの樹 ゴールド (支払い)
2025/08/10,収入,6,ポイント還元,なんばパークスシネマ (ポイント、残高の獲得)
2025/08/10,支出,1330,百貨店,なんばパークスシネマ - なんばパークスシネマ (支払い)
2025/08/11,支出,220,手数料,手数料
2025/08/11,支出,100000,現金入出金,振替: 郵便局 (9940-6010)
2025/08/11,支出,100000,現金入出金,振替: 郵便局 (9940-6010)
2025/08/11,支出,80000,現金入出金,振替: PayPay (チャージ)
2025/08/11,支出,80000,現金入出金,振替: PayPay (チャージ)
2025/08/11,支出,60000,個人送金,yota (送った金額)
2025/08/12,支出,1562,水道光熱費,水道 ｽｲﾄﾞｳ07ﾂｷﾌﾞﾝ
2025/08/12,支出,15000,カード引落,振替 dｶ-ﾄﾞ
2025/08/12,収入,6,ポイント還元,なんばパークスシネマ (ポイント、残高の獲得)
2025/08/12,支出,1330,百貨店,なんばパークスシネマ - なんばパークスシネマ (支払い)
2025/08/13,収入,1,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/08/13,支出,368,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/08/13,収入,2,ポイント還元,デイリーヤマザキ (ポイント、残高の獲得)
2025/08/13,支出,570,コンビニ,デイリーヤマザキ - 淀川西中島 (支払い)
2025/08/14,支出,141,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/08/14,支出,130,コンビニ,ローソン - ローソンストア100浪速日本橋 (支払い)
2025/08/15,支出,220,手数料,手数料
2025/08/15,支出,69000,現金入出金,振替: ｶ-ﾄﾞ enet-181007
2025/08/15,支出,69000,現金入出金,振替: ｶ-ﾄﾞ enet-181007
2025/08/15,支出,172,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/08/15,収入,6,ポイント還元,アスペルジュ (ポイント、残高の獲得)
2025/08/15,支出,1340,外食,アスペルジュ - アスペルジュ (支払い)
2025/08/15,収入,2,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/08/15,支出,580,食費,ファミリーマート - ヨーロッパ通り (支払い)
2025/08/16,支出,2706,デリバリー,Uber Eats (支払い)
2025/08/16,収入,13,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/08/17,収入,10,ポイント還元,買取りまっくす (ポイント、残高の獲得)
2025/08/17,支出,2100,中古・買取,買取りまっくす - なんば店 (支払い)
2025/08/17,支出,3140,デリバリー,Uber Eats (支払い)
2025/08/17,収入,15,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/08/17,収入,10,ポイント還元,くら寿司 (ポイント、残高の獲得)
2025/08/17,支出,2050,外食,くら寿司 - なんば日本橋 (支払い)
2025/08/17,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/08/17,支出,589,コンビニ,セブン-イレブン - 大阪日本橋３丁目 (支払い)
2025/08/17,収入,15,ポイント還元,ライフ (ポイント、残高の獲得)
2025/08/17,支出,3075,スーパー,ライフ - 下寺店 (支払い)
2025/08/18,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/08/18,支出,463,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/08/19,収入,3,ポイント還元,なんばCITY (ポイント、残高の獲得)
2025/08/19,支出,638,百貨店,なんばCITY - ブルーブルーエ (支払い)
2025/08/19,収入,4,ポイント還元,ニトリ (ポイント、残高の獲得)
2025/08/19,支出,886,家具・インテリア,ニトリ - ニトリ心斎橋アメリカ村店 (支払い)
2025/08/21,支出,220,手数料,手数料
2025/08/21,支出,25000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1132718
2025/08/21,支出,25000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1132718
2025/08/22,支出,4738,水道光熱費,ｶﾞｽ ｵｵｻｶｶﾞｽ(ｶ)
2025/08/25,収入,263490,給与,振込 ｶ)ｾﾞﾛｲﾁ
2025/08/25,支出,15000,個人送金,送金 ib ｲﾊﾗ ｼﾖｳﾀﾛ
2025/08/25,支出,165,手数料,手数料
2025/08/26,支出,33790,カード引落,振替 ﾐﾂｲｽﾐﾄﾓｶ-ﾄﾞ
2025/08/27,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/08/27,支出,95310,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/09/01,支出,1500,娯楽,- (期間限定ポイントの期限切れ)
2025/09/04,支出,133676,カード引落,振替 au pay ｶ-ﾄﾞ
2025/09/06,収入,17000,給与,振込 ct ｵｶﾉﾀｶﾐﾁ
2025/09/07,支出,220,手数料,手数料
2025/09/07,支出,10000,個人送金,送金 ib ｲﾊﾗ ｼﾖｳﾀﾛ
2025/09/07,支出,165,手数料,手数料
2025/09/07,支出,69000,現金入出金,振替: ｶ-ﾄﾞ lans-223900
2025/09/07,支出,69000,現金入出金,振替: ｶ-ﾄﾞ lans-223900
2025/09/07,支出,40000,現金入出金,振替: PayPay (チャージ)
2025/09/07,支出,40000,現金入出金,振替: PayPay (チャージ)
2025/09/07,収入,9,ポイント還元,EXPO2025 (ポイント、残高の獲得)
2025/09/07,支出,2106,娯楽,EXPO2025 - EXPO2025 (支払い)
2025/09/07,収入,6,ポイント還元,EXPO2025 (ポイント、残高の獲得)
2025/09/07,支出,1250,娯楽,EXPO2025 - EXPO2025 (支払い)
2025/09/07,収入,10,ポイント還元,EXPO2025 (ポイント、残高の獲得)
2025/09/07,支出,2000,娯楽,EXPO2025 - EXPO2025 (支払い)
2025/09/08,支出,3680,デリバリー,Uber Eats (支払い)
2025/09/08,収入,18,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/09/09,支出,1562,水道光熱費,水道 ｽｲﾄﾞｳ08ﾂｷﾌﾞﾝ
2025/09/09,支出,1235,デリバリー,Uber Eats (支払い)
2025/09/09,収入,6,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/09/10,収入,5,ポイント還元,なんばCITY (ポイント、残高の獲得)
2025/09/10,支出,1155,カフェ,なんばCITY - ベーカリー　カフェ　C (支払い)
2025/09/10,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/09/10,支出,514,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/09/10,支出,2770,デリバリー,Uber Eats (支払い)
2025/09/11,収入,13,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/09/11,収入,34,ポイント還元,ホワイティうめだ (ポイント、残高の獲得)
2025/09/11,支出,6809,食費,ホワイティうめだ - ミアスタンド (支払い)
2025/09/11,支出,2174,デリバリー,Uber Eats (支払い)
2025/09/11,収入,10,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/09/12,支出,110,手数料,手数料
2025/09/12,支出,56000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1137999
2025/09/12,支出,56000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1137999
2025/09/13,収入,6,ポイント還元,なんばCITY (ポイント、残高の獲得)
2025/09/13,支出,1305,カフェ,なんばCITY - ベーカリー　カフェ　C (支払い)
2025/09/13,支出,287,百貨店,なんばCITY - ＴＲＵＦＦＬＥ　ｍｉｎｉ (支払い)
2025/09/13,収入,1,ポイント還元,なんばCITY (ポイント、残高の獲得)
2025/09/13,収入,3,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/09/13,支出,783,食費,ファミリーマート - 羽曳野誉田 (支払い)
2025/09/13,支出,1000,食費,ファミリーマート - 羽曳野誉田 (支払い)
2025/09/13,収入,5,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/09/13,支出,458,食費,ファミリーマート - 貝塚港北 (支払い)
2025/09/13,収入,2,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/09/14,支出,3117,デリバリー,Uber Eats (支払い)
2025/09/14,収入,15,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/09/14,収入,9,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/09/14,支出,1847,デリバリー,Uber Eats (支払い)
2025/09/14,収入,10,ポイント還元,EXPO2025／M (ポイント、残高の獲得)
2025/09/14,支出,2100,娯楽,EXPO2025／M - EXPO2025／M (支払い)
2025/09/14,収入,7,ポイント還元,EXPO2025 (ポイント、残高の獲得)
2025/09/14,支出,1450,娯楽,EXPO2025 - EXPO2025 (支払い)
2025/09/15,収入,3,ポイント還元,吉野家 (ポイント、残高の獲得)
2025/09/15,支出,715,外食,吉野家 - なんばＣＩＴＹ南館店 (支払い)
2025/09/15,収入,3,ポイント還元,EXPO2025 (ポイント、残高の獲得)
2025/09/15,支出,700,娯楽,EXPO2025 - EXPO2025 (支払い)
2025/09/15,収入,10,ポイント還元,EXPO2025 (ポイント、残高の獲得)
2025/09/15,支出,2050,娯楽,EXPO2025 - EXPO2025 (支払い)
2025/09/20,支出,182600,個人送金,送金 ｾﾌﾞﾝ-1101107
2025/09/20,支出,220,手数料,手数料
2025/09/20,支出,660,手数料,手数料
2025/09/20,支出,50000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1101107
2025/09/20,支出,50000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1101107
2025/09/22,支出,5601,水道光熱費,ｶﾞｽ ｵｵｻｶｶﾞｽ(ｶ)
2025/09/25,支出,110,手数料,手数料
2025/09/25,収入,269329,給与,振込 ｶ)ｾﾞﾛｲﾁ
2025/09/25,支出,220,手数料,手数料
2025/09/25,支出,220,手数料,手数料
2025/09/25,支出,80000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1137999
2025/09/25,支出,80000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1137999
2025/09/25,支出,100000,現金入出金,振替: ｶ-ﾄﾞ lans-201142
2025/09/25,支出,100000,現金入出金,振替: ｶ-ﾄﾞ lans-201142
2025/09/25,支出,80000,現金入出金,振替: ｶ-ﾄﾞ lans-201142
2025/09/25,支出,80000,現金入出金,振替: ｶ-ﾄﾞ lans-201142
2025/09/25,支出,50000,現金入出金,振替: PayPay (チャージ)
2025/09/25,支出,50000,現金入出金,振替: PayPay (チャージ)
2025/09/26,支出,38648,カード引落,振替 ﾐﾂｲｽﾐﾄﾓｶ-ﾄﾞ
2025/09/26,収入,108520,給与,振込 ﾒﾙﾍﾟｲ(ﾒﾙｶﾘ
2025/09/26,収入,950,受け取り,ゆりな (受け取った金額)
2025/09/26,支出,230,コンビニ,デイリーヤマザキ - 淀川西中島 (支払い)
2025/09/27,支出,3298,デリバリー,Uber Eats (支払い)
2025/09/27,収入,16,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/09/27,収入,5,ポイント還元,ローソン (ポイント、残高の獲得)
2025/09/27,支出,1160,コンビニ,ローソン - 日本橋三丁目交差点東 (支払い)
2025/09/27,支出,5000,個人送金,樹生 (送った金額)
2025/09/28,支出,8275,個人送金,健志郎 (送った金額)
2025/09/28,収入,14,ポイント還元,Zerro (ポイント、残高の獲得)
2025/09/28,支出,2900,外食,Zerro (支払い)
2025/09/28,収入,10,ポイント還元,Zerro (ポイント、残高の獲得)
2025/09/28,支出,2000,外食,Zerro (支払い)
2025/09/28,収入,7,ポイント還元,Zerro (ポイント、残高の獲得)
2025/09/28,支出,1400,外食,Zerro (支払い)
2025/09/28,支出,585,コンビニ,セブン-イレブン - 大阪日本橋３丁目 (支払い)
2025/09/28,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/09/28,収入,3,ポイント還元,甲賀流 (ポイント、残高の獲得)
2025/09/28,支出,700,食費,甲賀流 - 本店 (支払い)
2025/09/29,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/09/29,支出,95310,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/09/29,支出,4696,Amazon,Amazon.co.jp (支払い)
2025/09/29,収入,23,ポイント還元,Amazon.co.jp (ポイント、残高の獲得)
2025/09/29,支出,1940,通販,エディオン - なんば本店 (支払い)
2025/09/29,収入,9,ポイント還元,エディオン (ポイント、残高の獲得)
2025/09/29,支出,2113,デリバリー,Uber Eats (支払い)
2025/09/29,収入,10,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/10/01,支出,172,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/10/02,支出,220,手数料,手数料
2025/10/02,支出,220,手数料,手数料
2025/10/02,支出,130000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1134906
2025/10/02,支出,130000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1134906
2025/10/02,支出,70000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/10/02,支出,70000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/10/02,支出,1176,デリバリー,Uber Eats (支払い)
2025/10/02,収入,5,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/10/03,支出,1850,外食,丸亀製麺 - 丸亀製麺　　なんば (支払い)
2025/10/03,収入,9,ポイント還元,丸亀製麺 (ポイント、残高の獲得)
2025/10/04,収入,7,ポイント還元,タクシー車内決済(GO) (ポイント、残高の獲得)
2025/10/04,支出,1500,タクシー,タクシー車内決済(GO) - 株式会社未来都　中津営業所 (支払い)
2025/10/04,支出,430,その他,ChargeSPOT (支払い)
2025/10/04,収入,2,ポイント還元,ChargeSPOT (ポイント、残高の獲得)
2025/10/05,支出,220,手数料,手数料
2025/10/05,支出,220,手数料,手数料
2025/10/05,支出,70000,現金入出金,振替: ｶ-ﾄﾞ enet-187206
2025/10/05,支出,70000,現金入出金,振替: ｶ-ﾄﾞ enet-187206
2025/10/05,支出,70000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/10/05,支出,70000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/10/05,支出,5510,デリバリー,Uber Eats (支払い)
2025/10/05,収入,27,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/10/06,支出,72426,カード引落,振替 au pay ｶ-ﾄﾞ
2025/10/06,支出,1340,外食,アスペルジュ - アスペルジュ (支払い)
2025/10/06,収入,6,ポイント還元,アスペルジュ (ポイント、残高の獲得)
2025/10/07,収入,12,ポイント還元,法善寺横丁　喝鈍 (ポイント、残高の獲得)
2025/10/07,支出,2600,食費,法善寺横丁　喝鈍 - 喝鈍 (支払い)
2025/10/08,収入,2,ポイント還元,ニコニコ本舗 (ポイント、残高の獲得)
2025/10/08,支出,500,食費,ニコニコ本舗 - 西中島店 (支払い)
2025/10/08,収入,2,ポイント還元,ローソン (ポイント、残高の獲得)
2025/10/08,支出,580,コンビニ,ローソン - 富田林錦織 (支払い)
2025/10/09,支出,1584,水道光熱費,水道 ｽｲﾄﾞｳ09ﾂｷﾌﾞﾝ
2025/10/09,収入,3,ポイント還元,吉野家 (ポイント、残高の獲得)
2025/10/09,支出,715,外食,吉野家 - なんばＣＩＴＹ南館店 (支払い)
2025/10/09,収入,1000,ポイント還元,Yahoo!ショッピング (ポイント、残高の獲得)
2025/10/18,収入,1000,受け取り,HIRO (受け取った金額)
2025/10/19,支出,70000,現金入出金,振替: PayPay (チャージ)
2025/10/19,支出,70000,現金入出金,振替: PayPay (チャージ)
2025/10/19,支出,3543,コンビニ,セブン-イレブン - 富田林錦織東 (支払い)
2025/10/19,収入,16,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/10/19,支出,149,コンビニ,ローソン - 河南町神山 (支払い)
2025/10/19,支出,120,コンビニ,セブン-イレブン - 富田林瀧谷不動 (支払い)
2025/10/19,収入,4,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/10/19,支出,818,コンビニ,セブン-イレブン - 富田林瀧谷不動 (支払い)
2025/10/19,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/10/19,支出,452,コンビニ,セブン-イレブン - 富田林瀧谷不動 (支払い)
2025/10/20,支出,1226,デリバリー,Uber Eats (支払い)
2025/10/20,収入,6,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/10/20,支出,2800,デリバリー,Uber Eats (支払い)
2025/10/20,収入,14,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/10/20,収入,9,ポイント還元,吉野家 (ポイント、残高の獲得)
2025/10/20,支出,1846,外食,吉野家 - なんばＣＩＴＹ南館店 (支払い)
2025/10/20,収入,4,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/10/20,支出,847,コンビニ,セブン-イレブン - 大阪日本橋３丁目 (支払い)
2025/10/21,支出,220,手数料,手数料
2025/10/21,支出,70000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/10/21,支出,70000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/10/21,支出,4300,外食,スシローお持ち帰りネット注文 (支払い)
2025/10/21,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
