日付,種類,金額,カテゴリ,メモ
2025/02/26,支出,220000,現金入出金,振替: 郵便局 (9940-6010)
2025/02/26,支出,220000,現金入出金,振替: 郵便局 (9940-6010)
2025/02/27,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/02/27,支出,132810,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/03/02,支出,220,手数料,手数料
2025/03/02,支出,50000,現金入出金,振替: ｶ-ﾄﾞ lans-227330
2025/03/02,支出,50000,現金入出金,振替: ｶ-ﾄﾞ lans-227330
2025/03/07,支出,110,手数料,手数料
2025/03/07,支出,20000,現金入出金,振替: ｶ-ﾄﾞ lans-220267
2025/03/07,支出,20000,現金入出金,振替: ｶ-ﾄﾞ lans-220267
2025/03/09,支出,220,手数料,手数料
2025/03/09,支出,28500,個人送金,送金 ib ｶﾝﾄｳｱｲﾃｲｿ
2025/03/09,支出,140000,現金入出金,振替: ｶ-ﾄﾞ enet-186650
2025/03/09,支出,140000,現金入出金,振替: ｶ-ﾄﾞ enet-186650
2025/03/10,支出,100267,カード引落,振替 dｶ-ﾄﾞ
2025/03/10,支出,498,デリバリー,Uber Eats (支払い)
2025/03/10,収入,2,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/03/11,支出,1639,水道光熱費,水道 ｽｲﾄﾞｳ02ﾂｷﾌﾞﾝ
2025/03/18,支出,220,手数料,手数料
2025/03/18,支出,8000,現金入出金,振替: 郵便局 (9940-6010)
2025/03/18,支出,8000,現金入出金,振替: 郵便局 (9940-6010)
2025/03/20,収入,47380,給与,振込 anypass
2025/03/21,支出,47380,個人送金,送金 ib ﾌｼﾞｻﾜ ﾅﾁ
2025/03/23,支出,220,手数料,手数料
2025/03/23,支出,12000,現金入出金,振替: ｶ-ﾄﾞ lans-227330
2025/03/23,支出,12000,現金入出金,振替: ｶ-ﾄﾞ lans-227330
2025/03/24,支出,11625,水道光熱費,ｶﾞｽ ｵｵｻｶｶﾞｽ(ｶ)
2025/03/27,支出,110,手数料,手数料
2025/03/27,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/03/27,支出,110,手数料,手数料
2025/03/27,支出,95310,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/03/27,支出,100000,現金入出金,振替: ｶ-ﾄﾞ lans-246807
2025/03/27,支出,100000,現金入出金,振替: ｶ-ﾄﾞ lans-246807
2025/03/27,支出,20000,現金入出金,振替: ｶ-ﾄﾞ lans-246807
2025/03/27,支出,20000,現金入出金,振替: ｶ-ﾄﾞ lans-246807
2025/04/01,支出,1000,娯楽,- (期間限定ポイントの期限切れ)
2025/04/03,支出,220,手数料,手数料
2025/04/03,支出,8000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1135295
2025/04/03,支出,8000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1135295
2025/04/08,支出,220,手数料,手数料
2025/04/08,支出,28500,個人送金,送金 ib ｶﾝﾄｳｱｲﾃｲｿ
2025/04/08,支出,100000,現金入出金,振替: ｶ-ﾄﾞ lans-227330
2025/04/08,支出,100000,現金入出金,振替: ｶ-ﾄﾞ lans-227330
2025/04/09,支出,1617,水道光熱費,水道 ｽｲﾄﾞｳ03ﾂｷﾌﾞﾝ
2025/04/10,支出,63577,カード引落,振替 dｶ-ﾄﾞ
2025/04/10,支出,498,サブスク・デジタル,Uber One (支払い)
2025/04/10,収入,2,ポイント還元,Uber One (ポイント、残高の獲得)
2025/04/15,収入,233346,給与,振込 ﾅﾆﾜｾﾞｲﾑｼﾖ
2025/04/15,支出,100000,個人送金,送金 ib ｲﾊﾗ ｼﾖｳﾀﾛ
2025/04/15,支出,165,手数料,手数料
2025/04/16,支出,20000,個人送金,送金 ib ﾏﾂﾓﾄ ﾘﾖｳｽ
2025/04/16,支出,165,手数料,手数料
2025/04/16,支出,220,手数料,手数料
2025/04/16,支出,25000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1138497
2025/04/16,支出,25000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1138497
2025/04/17,支出,220,手数料,手数料
2025/04/17,支出,50000,現金入出金,振替: 郵便局 (9940-6010)
2025/04/17,支出,50000,現金入出金,振替: 郵便局 (9940-6010)
2025/04/18,支出,220,手数料,手数料
2025/04/18,支出,30000,現金入出金,振替: 郵便局 (9940-6010)
2025/04/18,支出,30000,現金入出金,振替: 郵便局 (9940-6010)
2025/04/20,支出,220,手数料,手数料
2025/04/20,支出,10000,現金入出金,振替: 郵便局 (9940-6010)
2025/04/20,支出,10000,現金入出金,振替: 郵便局 (9940-6010)
2025/04/21,支出,220,手数料,手数料
2025/04/21,支出,130000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/04/21,支出,130000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/04/22,支出,10943,水道光熱費,ｶﾞｽ ｵｵｻｶｶﾞｽ(ｶ)
2025/04/23,支出,220,手数料,手数料
2025/04/23,支出,100000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/04/23,支出,100000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/04/26,支出,220,手数料,手数料
2025/04/26,支出,91000,現金入出金,振替: ｶ-ﾄﾞ lans-220742
2025/04/26,支出,91000,現金入出金,振替: ｶ-ﾄﾞ lans-220742
2025/04/28,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/04/28,支出,95310,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/04/30,収入,1000,ポイント還元,Yahoo!ショッピング (ポイント、残高の獲得)
2025/05/12,支出,220,手数料,手数料
2025/05/12,支出,28500,個人送金,送金 ib ｶﾝﾄｳｱｲﾃｲｿ
2025/05/12,支出,44444,カード引落,振替 dｶ-ﾄﾞ
2025/05/12,支出,110,手数料,手数料
2025/05/12,支出,220,手数料,手数料
2025/05/12,支出,80000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/05/12,支出,80000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/05/12,支出,7000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/05/12,支出,7000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/05/12,支出,30000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1125127
2025/05/12,支出,30000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1125127
2025/05/12,支出,80000,現金入出金,振替: PayPay (チャージ)
2025/05/12,支出,80000,現金入出金,振替: PayPay (チャージ)
2025/05/12,支出,6000,個人送金,シン (送った金額)
2025/05/12,支出,4000,個人送金,健志郎 (送った金額)
2025/05/13,支出,1639,水道光熱費,水道 ｽｲﾄﾞｳ04ﾂｷﾌﾞﾝ
2025/05/13,支出,220,手数料,手数料
2025/05/13,支出,26000,個人送金,送金 ib ｼﾞｹｲｶｲ
2025/05/13,支出,6500,個人送金,送金 ib ｼﾞｹｲｶｲ
2025/05/13,支出,4500,個人送金,送金 ib ｼﾞｹｲｶｲ
2025/05/13,支出,450000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/05/13,支出,450000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1113520
2025/05/13,支出,498,サブスク・デジタル,Uber One (支払い)
2025/05/13,収入,2,ポイント還元,Uber One (ポイント、残高の獲得)
2025/05/13,支出,580,食費,ファミリーマート - 浅草橋駅東口 (支払い)
2025/05/13,収入,2,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/05/14,収入,24,ポイント還元,富士薬品グループ (ポイント、残高の獲得)
2025/05/14,支出,4946,ドラッグストア,富士薬品グループ - ドラッグセイムス　墨田両国店 (支払い)
2025/05/14,収入,3,ポイント還元,吉野家 (ポイント、残高の獲得)
2025/05/14,支出,666,外食,吉野家 - ＪＲ神田駅店 (支払い)
2025/05/14,収入,39,ポイント還元,ユニクロ (ポイント、残高の獲得)
2025/05/14,支出,7980,衣服,ユニクロ - ヨドバシAkiba店 (支払い)
2025/05/15,支出,9400,個人送金,送金 ib ﾌｼﾞｻﾜ ﾅﾁ
2025/05/15,支出,260,電車・駅,スターバックス - スターバックスコーヒー神田駅南口店 (支払い)
2025/05/15,収入,8,ポイント還元,麺屋武蔵 (ポイント、残高の獲得)
2025/05/15,支出,1660,外食,麺屋武蔵 - 神田　麺屋武蔵　神山 (支払い)
2025/05/15,支出,2538,デリバリー,Uber Eats (支払い)
2025/05/15,収入,12,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/05/15,支出,10000,個人送金,kor******** (送った金額)
2025/05/16,支出,170,食費,ファミリーマート - 神田駅北 (支払い)
2025/05/16,収入,4,ポイント還元,スギ薬局グループ (ポイント、残高の獲得)
2025/05/16,支出,877,ドラッグストア,スギ薬局グループ - スギドラッグ馬喰町店 (支払い)
2025/05/16,収入,4,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/05/16,支出,950,食費,ファミリーマート - 歌舞伎町セントラルロード (支払い)
2025/05/17,収入,5,ポイント還元,ローソン (ポイント、残高の獲得)
2025/05/17,支出,1160,コンビニ,ローソン - シタディーンセントラル新宿 (支払い)
2025/05/18,収入,25,ポイント還元,お好み焼き・鉄板焼き　しらいわ (ポイント、残高の獲得)
2025/05/18,支出,5038,食費,お好み焼き・鉄板焼き　しらいわ - 浅草店 (支払い)
2025/05/18,支出,12430,百貨店,ルミネエスト - ルミネエスト店 (支払い)
2025/05/18,収入,6,ポイント還元,吉野家 (ポイント、残高の獲得)
2025/05/18,支出,1226,外食,吉野家 - 吉野家浅草橋駅東口 (支払い)
2025/05/19,支出,1130,電車・駅,スターバックス - スターバックスコーヒー神田駅南口店 (支払い)
2025/05/19,収入,5,ポイント還元,アントレスト (ポイント、残高の獲得)
2025/05/19,支出,1050,外食,アントレスト - 魚串神田店 (支払い)
2025/05/19,支出,3791,デリバリー,Uber Eats (支払い)
2025/05/19,収入,18,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/05/20,収入,6,ポイント還元,ｋｍグループ　織田タクシー (ポイント、残高の獲得)
2025/05/20,支出,1200,タクシー,ｋｍグループ　織田タクシー - ｋｍグループ　織田タクシー (支払い)
2025/05/20,収入,3,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/05/20,支出,763,食費,ファミリーマート - 神田駅北 (支払い)
2025/05/20,収入,4,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/05/20,支出,896,食費,ファミリーマート - 神田駅北 (支払い)
2025/05/21,収入,4,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/05/21,支出,998,食費,ファミリーマート - 台東柳橋一丁目 (支払い)
2025/05/22,支出,1933,デリバリー,Uber Eats (支払い)
2025/05/22,収入,9,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/05/23,支出,7562,水道光熱費,ｶﾞｽ ｵｵｻｶｶﾞｽ(ｶ)
2025/05/24,支出,2376,デリバリー,Uber Eats (支払い)
2025/05/24,収入,11,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/05/24,支出,2959,デリバリー,Uber Eats (支払い)
2025/05/24,収入,14,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/05/25,収入,7,ポイント還元,arde新大阪 (ポイント、残高の獲得)
2025/05/25,支出,1485,食費,arde新大阪 - にぎわい弁当 (支払い)
2025/05/27,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/05/27,支出,95310,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/06/01,支出,1000,娯楽,- (期間限定ポイントの期限切れ)
2025/06/02,支出,6000,個人送金,送金 ib ｲﾊﾗ ﾀﾞｲｽｹ
2025/06/04,支出,11000,カード引落,振替 au pay ｶ-ﾄﾞ
2025/06/10,支出,1606,水道光熱費,水道 ｽｲﾄﾞｳ05ﾂｷﾌﾞﾝ
2025/06/10,支出,66443,カード引落,振替 dｶ-ﾄﾞ
2025/06/16,支出,50000,現金入出金,振替: PayPay (チャージ)
2025/06/16,支出,50000,現金入出金,振替: PayPay (チャージ)
2025/06/16,収入,2,ポイント還元,ローソン (ポイント、残高の獲得)
2025/06/16,支出,579,コンビニ,ローソン - 川崎生田八丁目 (支払い)
2025/06/16,収入,5,ポイント還元,らーめんにんにくや　堀之内店 (ポイント、残高の獲得)
2025/06/16,支出,1000,食費,らーめんにんにくや　堀之内店 - らーめんにんにくや　堀之内店 (支払い)
2025/06/16,収入,5,ポイント還元,らーめんにんにくや　堀之内店 (ポイント、残高の獲得)
2025/06/16,支出,1000,食費,らーめんにんにくや　堀之内店 - らーめんにんにくや　堀之内店 (支払い)
2025/06/17,収入,7,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/06/17,支出,1559,コンビニ,セブン-イレブン - 世田谷千歳台２丁目 (支払い)
2025/06/17,支出,4000,個人送金,れんや (送った金額)
2025/06/17,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/06/17,支出,315,食費,ファミリーマート - 神田駅北口 (支払い)
2025/06/17,収入,3,ポイント還元,磯浜魚業 (ポイント、残高の獲得)
2025/06/17,支出,600,食費,磯浜魚業 - テイクアウト２ (支払い)
2025/06/17,支出,200,食費,ファミリーマート - 台東柳橋一丁目 (支払い)
2025/06/17,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/06/18,収入,2,ポイント還元,エクセルシオールカフェ (ポイント、残高の獲得)
2025/06/18,支出,550,カフェ,エクセルシオールカフェ - エクセルシオールカフェ神田北口店 (支払い)
2025/06/18,収入,5,ポイント還元,くまめん (ポイント、残高の獲得)
2025/06/18,支出,1050,外食,くまめん - 神田店 (支払い)
2025/06/18,収入,5,ポイント還元,しんぱち食堂　神田北口店 (ポイント、残高の獲得)
2025/06/18,支出,1133,食費,しんぱち食堂　神田北口店 - しんぱち食堂　神田北口店 (支払い)
2025/06/19,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/06/19,支出,300,食費,ファミリーマート - 神田駅北口 (支払い)
2025/06/19,支出,149,コンビニ,ローソン - 新宿大久保二丁目 (支払い)
2025/06/19,収入,8,ポイント還元,牛たん とろろ 麦めし ねぎし (ポイント、残高の獲得)
2025/06/19,支出,1600,食費,牛たん とろろ 麦めし ねぎし - ねぎし　京王フレンテ店 (支払い)
2025/06/19,支出,2980,個人送金,yota (送った金額)
2025/06/19,支出,580,食費,ファミリーマート - 東神田二丁目 (支払い)
2025/06/19,収入,2,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/06/20,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/06/20,支出,520,コンビニ,セブン-イレブン - 神田駅南口 (支払い)
2025/06/20,支出,520,食費,ファミリーマート - 神田駅北 (支払い)
2025/06/20,収入,2,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/06/20,支出,3405,デリバリー,Uber Eats (支払い)
2025/06/20,収入,17,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/06/21,収入,3,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/06/21,支出,671,コンビニ,セブン-イレブン - 和光新倉８丁目 (支払い)
2025/06/21,収入,10,ポイント還元,双麺浅草橋店 (ポイント、残高の獲得)
2025/06/21,支出,2060,外食,双麺浅草橋店 - 双麺浅草橋店 (支払い)
2025/06/22,支出,220,手数料,手数料
2025/06/22,支出,100000,現金入出金,振替: 郵便局 (9901-7020)
2025/06/22,支出,100000,現金入出金,振替: 郵便局 (9901-7020)
2025/06/22,支出,9000,個人送金,れんや (送った金額)
2025/06/23,支出,4623,水道光熱費,ｶﾞｽ ｵｵｻｶｶﾞｽ(ｶ)
2025/06/23,支出,1000,個人送金,🐼 (送った金額)
2025/06/23,収入,4,ポイント還元,すき家 (ポイント、残高の獲得)
2025/06/23,支出,970,外食,すき家 - 浅草橋駅前店 (支払い)
2025/06/24,支出,549,コンビニ,セブン-イレブン - 神田駅南口 (支払い)
2025/06/24,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/06/24,収入,3,ポイント還元,磯浜魚業 (ポイント、残高の獲得)
2025/06/24,支出,650,食費,磯浜魚業 - テイクアウト２ (支払い)
2025/06/25,収入,152635,給与,振込 ｶ)ｾﾞﾛｲﾁ
2025/06/25,支出,595,電車・駅,JR-PLUS - ＪＲ-ＰＬＵＳ東京デリカステーション８１５ (支払い)
2025/06/25,収入,2,ポイント還元,JR-PLUS (ポイント、残高の獲得)
2025/06/26,収入,7,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/06/26,支出,1534,食費,ファミリーマート - 地下鉄南方駅前 (支払い)
2025/06/26,支出,5,食費,ファミリーマート - 地下鉄南方駅前 (支払い)
2025/06/26,収入,4,ポイント還元,匠 (ポイント、残高の獲得)
2025/06/26,支出,995,食費,匠 - TAKUMEAT　STORE (支払い)
2025/06/26,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/06/26,支出,254,食費,ファミリーマート - アイランドセンター駅東 (支払い)
2025/06/26,支出,166,コンビニ,セブン-イレブン - 大阪日本橋３丁目 (支払い)
2025/06/26,支出,129,コンビニ,セブン-イレブン - 大阪日本橋３丁目 (支払い)
2025/06/27,支出,17283,奨学金返済,返済金 ﾆﾎﾝｶﾞｸｾｲｼｴﾝｷ
2025/06/27,支出,95310,家賃,振替 ｴﾎﾟｽｶ-ﾄﾞ
2025/06/27,支出,149,コンビニ,セブン-イレブン - 大阪東天満２丁目 (支払い)
2025/06/27,収入,7,ポイント還元,フジオフードシステム (ポイント、残高の獲得)
2025/06/27,支出,1500,食費,フジオフードシステム - フジオ軒　南森町店 (支払い)
2025/06/28,支出,152,コンビニ,ローソン - ローソンストア100浪速日本橋 (支払い)
2025/06/28,収入,8,ポイント還元,ローソン (ポイント、残高の獲得)
2025/06/28,支出,1701,コンビニ,ローソン - 柏原石川町 (支払い)
2025/06/28,収入,9,ポイント還元,マクドナルド (ポイント、残高の獲得)
2025/06/28,支出,1840,外食,マクドナルド - マクドナルド狭山岩室店 (支払い)
2025/06/29,支出,162,コンビニ,セブン-イレブン - 富田林西板持 (支払い)
2025/07/01,支出,2310,デリバリー,Uber Eats (支払い)
2025/07/01,収入,11,ポイント還元,Uber Eats (ポイント、残高の獲得)
2025/07/02,収入,1,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/07/02,支出,355,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/07/02,収入,4,ポイント還元,匠 (ポイント、残高の獲得)
2025/07/02,支出,995,食費,匠 - TAKUMEAT　STORE (支払い)
2025/07/03,収入,2,ポイント還元,ニコニコ本舗 (ポイント、残高の獲得)
2025/07/03,支出,500,食費,ニコニコ本舗 - 西中島店 (支払い)
2025/07/04,支出,183755,カード引落,振替 au pay ｶ-ﾄﾞ
2025/07/04,支出,76000,個人送金,送金 ib ﾌｼﾞｻﾜ ﾅﾁ
2025/07/04,支出,127,コンビニ,デイリーヤマザキ - 淀川西中島 (支払い)
2025/07/04,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
2025/07/04,支出,452,コンビニ,セブン-イレブン - 大阪西中島４丁目 (支払い)
2025/07/06,支出,220,手数料,手数料
2025/07/06,支出,100000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1135634
2025/07/06,支出,100000,現金入出金,振替: ｶ-ﾄﾞ ｾﾌﾞﾝ-1135634
2025/07/07,支出,38000,現金入出金,振替: PayPay (チャージ)
2025/07/07,支出,38000,現金入出金,振替: PayPay (チャージ)
2025/07/07,支出,118,コンビニ,セブン-イレブン - 神田駅南口 (支払い)
2025/07/07,収入,5,ポイント還元,魚匠屋 (ポイント、残高の獲得)
2025/07/07,支出,1000,外食,魚匠屋 - 魚匠屋　神田本店 (支払い)
2025/07/08,支出,1000,サブスク・デジタル,ＬＩＮＥ　ＥＣ (支払い)
2025/07/08,収入,5,ポイント還元,ＬＩＮＥ　ＥＣ (ポイント、残高の獲得)
2025/07/08,収入,1,ポイント還元,ファミリーマート (ポイント、残高の獲得)
2025/07/08,支出,260,食費,ファミリーマート - 神田駅北 (支払い)
2025/07/08,収入,10,ポイント還元,双麺浅草橋店 (ポイント、残高の獲得)
2025/07/08,支出,2140,外食,双麺浅草橋店 - 双麺浅草橋店 (支払い)
2025/07/09,支出,1551,水道光熱費,水道 ｽｲﾄﾞｳ06ﾂｷﾌﾞﾝ
2025/07/09,収入,2,ポイント還元,セブン-イレブン (ポイント、残高の獲得)
